cudaMalloc(D0 (0x7f0fc5600000), 200000 bytes)
cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.021 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.022 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.023 ms]

cuLaunchKernel(void cutlass_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5>(cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5::Params)) [time: 0.028 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.022 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.025 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)) [time: 0.023 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.022 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.021 ms]

cuLaunchKernel(void cutlass_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5>(cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5::Params)) [time: 0.017 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.015 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.015 ms]

cudaMalloc(D334 (0x7f0f3e200000), 200000 bytes)

cuLaunchKernel(void cudnn::ops::nhwcToNchwKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)) [time: 0.014 ms]

cuLaunchKernel(void cudnn::cnn::kern_precompute_indices<true>(int*, int, int, int, int, int, int)) [time: 0.015 ms]

cuLaunchKernel(void precomputed_convolve_sgemm<float, 1024, 5, 5, 4, 3, 3, 0, false>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, int*)) [time: 0.015 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, false, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.017 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.019 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.018 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.02 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.02 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.019 ms]

cuLaunchKernel(void cutlass_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5>(cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5::Params)) [time: 0.018 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.02 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.029 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)) [time: 0.029 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.029 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.03 ms]

cuLaunchKernel(void cutlass_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5>(cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5::Params)) [time: 0.009 ms]

cudaMalloc(D335 (0x7f0f3e400000), 200000 bytes)

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.008 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::ops::nhwcToNchwKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::cnn::kern_precompute_indices<true>(int*, int, int, int, int, int, int)) [time: 0.009 ms]

cuLaunchKernel(void precomputed_convolve_sgemm<float, 1024, 5, 5, 4, 3, 3, 0, false>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, int*)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, false, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.011 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.012 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.014 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.013 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.007 ms]

cuLaunchKernel(void cutlass_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5>(cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5::Params)) [time: 0.009 ms]

cudaMalloc(D336 (0x7f0f3e600000), 200000 bytes)

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.013 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.01 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)) [time: 0.011 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.012 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.012 ms]

cuLaunchKernel(void cutlass_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5>(cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5::Params)) [time: 0.014 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.008 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.008 ms]

cudaMalloc(D337 (0x7f0f3e800000), 200000 bytes)

cuLaunchKernel(void cudnn::ops::nhwcToNchwKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::cnn::kern_precompute_indices<true>(int*, int, int, int, int, int, int)) [time: 0.008 ms]

cuLaunchKernel(void precomputed_convolve_sgemm<float, 1024, 5, 5, 4, 3, 3, 0, false>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, int*)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, false, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.01 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.01 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.011 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.015 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.02 ms]

cuLaunchKernel(void cutlass_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5>(cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5::Params)) [time: 0.035 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.039 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.042 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)) [time: 0.039 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.038 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.039 ms]

cuLaunchKernel(void cutlass_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5>(cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5::Params)) [time: 0.037 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.04 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.038 ms]

cudaMalloc(D338 (0x7f0f3ea00000), 200000 bytes)

cuLaunchKernel(void cudnn::ops::nhwcToNchwKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)) [time: 0.01 ms]

cuLaunchKernel(void cudnn::cnn::kern_precompute_indices<true>(int*, int, int, int, int, int, int)) [time: 0.009 ms]

cuLaunchKernel(void precomputed_convolve_sgemm<float, 1024, 5, 5, 4, 3, 3, 0, false>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, int*)) [time: 0.008 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, false, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.009 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.009 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::ops::nhwcToNchwKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)) [time: 0.01 ms]

cuLaunchKernel(void cudnn::cnn::kern_precompute_indices<true>(int*, int, int, int, int, int, int)) [time: 0.011 ms]

cuLaunchKernel(void precomputed_convolve_sgemm<float, 1024, 5, 5, 4, 3, 3, 0, false>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, int*)) [time: 0.013 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, false, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.014 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.017 ms]

